id,airdate,episode_number,image_path,name,season,synopsis
465,2010-09-26,465,/episode/465.webp,Elementary School Musical,22,"Marge sends Lisa to a performing arts camp where artsy counselors (guest voices Jemaine Clement and Bret McKenzie of Flight of the Conchords) and fellow musically inclined campers (guest voices Lea Michele, Cory Monteith and Amber Riley from Glee) inspire her to embrace her creative side. After she returns to Springfield, Lisa becomes restless with her boring suburban lifestyle and catches the first bus to Sprooklyn in hopes of reconnecting with her inner hipster. Meanwhile, Krusty gets tricked into the International Supreme Court for all the bad deeds he has done."
466,2010-10-03,466,/episode/466.webp,Loan-a Lisa,22,"When Grampa gives each member of the family a portion of his savings, Lisa invests in Nelson's brand-new business venture, but soon realizes that her friend's instant success might lure him away from the classroom. Worried that his judgment might be clouded, Lisa introduces Nelson to Facebook creator Mark Zuckerberg, only to find out that he also dropped out of school. But when Nelson's business suddenly takes a sharp turn, Lisa teaches her partner that education is invaluable."
467,2010-10-10,467,/episode/467.webp,MoneyBART,22,"In an effort to broaden her extracurricular horizons, Lisa plans to manage Bart's little league team. With the use of statistics and probabilities, Lisa leads the team to an incredible winning streak."
468,2010-11-07,468,/episode/468.webp,Treehouse of Horror XXI,22,"""War and Pieces"" - In a Jumanji spoof, Bart and Milhouse are forced to play board games (as Marge finds video games too violent for boys their age) and unleash a curse that turns the family's board games into violent, life-sized replicas that invade the town."
469,2010-11-14,469,/episode/469.webp,"Lisa Simpson, This Isn't Your Life",22,"When Lisa discovers that Marge's good grades slipped away when she met Homer, Lisa wants to avoid turning out like Marge. To do so, she is enrolled at Cloisters Academy and soon learns the truth why Marge became a dropout. Meanwhile, a series of coincidences in which Bart gets the better of Nelson leads everyone to consider Bart as the new school bully."
470,2010-11-21,470,/episode/470.webp,The Fool Monty,22,"After Mr. Burns cuts in line and takes all the vaccines for a so-called disease called ""House Cat Flu"", everyone in town starts to resent him more than ever. Burns is told by his doctor that the tycoon will pass on within five–six weeks. After telling everyone, they are everything but sad. Soon, Burns attempts to commit suicide but falls into a forest with amnesia. Homer and Bart then establish a schedule for the townspeople to keep Burns for half an hour each and torture him."
471,2010-11-28,471,/episode/471.webp,How Munched is That Birdie in the Window?,22,"A Pigeon crashes through Bart’s bedroom window, and he nurses it back to health, but after Santa's Little Helper eats it, Bart has a hard time coping with the loss."
472,2010-12-05,472,/episode/472.webp,The Fight Before Christmas,22,
473,2010-12-12,473,/episode/473.webp,Donnie Fatso,22,"Homer is sentenced to ten years in jail and in order to reduce his sentence the FBI offers him a deal, so he agrees to infiltrate Fat Tony's mob, undercover."
474,2011-01-09,474,/episode/474.webp,Moms I'd Like to Forget,22,"When Bart discovers that a fifth grader has a scar identical to one Bart has, Marge tells him about a club of four mothers she was in seven years earlier; when Marge plans to reunite with the mothers, while Homer reunites with the fathers and Bart with the boys, matters turn out much better for Marge than for Homer or Bart, who, after hearing the story from Jeffery Albertson about how they got their scars, tries to break the group up."
475,2011-01-16,475,/episode/475.webp,Flaming Moe,22,"Smithers helps Moe turn his tavern into a popular gay bar, but later on Smithers gets offended at Moe for pretending to be gay. Meanwhile, Skinner develops a crush for the new music teacher—Ms. Calliope Juniper—so he talks Bart into going on a date with Ms. Juniper's daughter, Melody, with him and Calliope being chaperones."
476,2011-01-23,476,/episode/476.webp,Homer the Father,22,"Homer becomes addicted to an 80's family show and starts behaving like the series' father. Bart wants a minibike and asks Homer for it, and it ends up as a reject. So Bart plans to sell SNPP secrets to China in exchange for the minibike."
477,2011-02-13,477,/episode/477.webp,The Blue and the Gray,22,"Marge discovers her natural gray hair, and Homer becomes a Valentine's Day wingman to Moe, much to Marge's suspicion that Homer is cheating on her."
478,2011-02-20,478,/episode/478.webp,Angry Dad: The Movie,22,"Bart makes a short film based on the character Angry Dad that he created in ""I Am Furious (Yellow)"", (from Season 13), which soon becomes successful that it gets nominated for several awards, but Homer is taking all of the credit."
479,2011-03-06,479,/episode/479.webp,The Scorpion's Tale,22,
480,2011-03-13,480,/episode/480.webp,A Midsummer's Nice Dream,22,"Springfield's favorite comedians Cheech and Chong break up as comedy partners. Homer becomes Cheech's new partner and Chong gets Skinner. Meanwhile, Lisa and Marge turn the tables on the Crazy Cat Lady's ways."
481,2011-03-27,481,/episode/481.webp,Love is a Many Strangled Thing,22,"At a parenting class, Homer confesses to strangling Bart and receives the ultimate punishment - a strangling by Kareem Abdul-Jabbar. Because of this, Homer becomes scared of Bart at the fear of being killed by Abdul-Jabbar. So Marge has to find a way to set Homer straight."
482,2011-04-10,482,/episode/482.webp,The Great Simpsina,22,"Lisa ends up at the house of a famous magician named ""The Great Raymondo"" who teaches her some of his magic tricks. But matters go wrong when she gives away his greatest trick to his biggest rival."
483,2011-05-01,483,/episode/483.webp,The Real Housewives of Fat Tony,22,"Fit-Fat Tony and Selma fall in love and get married. Meanwhile, Lisa uses Bart's nose to hunt for truffles."
484,2011-05-08,484,/episode/484.webp,Homer Scissorhands,22,"Homer suddenly becomes a hair stylist after he beautifully cuts Patty's hair. Meanwhile, Milhouse falls in love with a fifth grader after Lisa 'breaks up' with him."
485,2011-05-15,485,/episode/485.webp,500 Keys,22,"While looking for the spare car key in the key drawer (to get to Maggie, who locked herself in the car along with the car keys), the Simpsons find keys that lead them in three directions; Homer has the key to the Duff Brewery, which leads to a joyride in the Duff Blimp; Marge and Maggie find a key to a windup train that makes flatulent noises; Lisa finds a key to a room of ""Banned Band Books"" which is really a mysterious empty classroom."
486,2011-05-22,486,/episode/486.webp,The Ned-liest Catch,22,"Edna Krabappel is placed in the Teacher Holding Facility for mistreating Bart. When Bart helps Edna escape, Ned Flanders saves Edna from a falling ladder, and they begin dating."
487,2011-09-25,487,/episode/487.webp,The Falcon and the D'ohman,23,"Homer meets a new security guard, Wayne, at the nuclear power plant, who is a former CIA operative. Unfortunately, Wayne gets fired for attacking Mr. Burns while a group of Ukrainian mafia members are on route to Springfield to kill Wayne. Later, Homer is kidnapped and Wayne must leap into action to make a rescue."
488,2011-10-02,488,/episode/488.webp,Bart Stops to Smell the Roosevelts,23,"Superintendent Chalmers is convinced into educating Bart about Theodore Roosevelt, which turns out to be successful. Bart invites the bullies to his education stint, and they like it; however, when Nelson gets injured on a unauthorized field trip to locate Teddy Roosevelt's spectacles, Chalmers gets fired. The boys then take over the school, with all of the kids in it, and agree to allow the staff to enter if Chalmers gets his job back."
489,2011-10-30,489,/episode/489.webp,Treehouse of Horror XXII,23,"The Diving Bell and the Butterball - Homer is paralyzed by a spider bite, but can still communicate...through flatulence."
490,2011-11-06,490,/episode/490.webp,Replaceable You,23,"Bart and Martin invent a robot baby seal for a science fair. The plans turns into a success and the toy actually made Jasper and other senior citizens happy. However, the managers of some cemeteries realize that the number of funerals are depleting and turn the seals evil. Meanwhile, Homer gets a new assistant, but he becomes her assistant when he ditches work so he can watch a comedy film with Barney."
